P1.CD4	P4.CD4	P5.CD4	P6.CD4	P7.CD4	C3.CD4	C4.CD4	C5.CD4	C6.CD4	C7.CD4	C8.CD4	P8.CD4	P9.CD4	P10.CD4	P11.CD4	P16.CD4	P12.CD4	P15.CD4	P13.CD4	P14.CD4	P17.CD4	C10.CD4	C11.CD4	C9.CD4	P18.CD4	P19.CD4	P20.CD4	P21.CD4	P22.CD4	P31.CD4	P30.CD4	C14.CD4	C15.CD4	C12.CD4	C16.CD4	C13.CD4	P24.CD4	P37.CD4	P27.CD4	P29.CD4	P28.CD4	P25.CD4	P34.CD4	P33.CD4	P32.CD4	P36.CD4	P39.CD4	P40.CD4	P38.CD4	P35.CD4	P26.CD4	P23.CD4	P41.CD4	P45.CD4	C17.CD4	P44.CD4	C19.CD4	P42.CD4	C18.CD4	C007G.CD4	C013G.CD4	C014G.CD4	P46.CD4	C22.CD4	C23.CD4	C24.CD4	C25.CD4	C26.CD4	C21.CD4	P47.CD4	P48.CD4	P49.CD4	P52.CD4	P53.CD4	WHT7559.CD4	WHT7645.CD4
PHF6	1048.14074275541	2860.32903868691	2665.4341339725	2675.74797906671	3353.12759538694	1931.26295971991	2238.08678613441	2139.87868036921	1940.23575845604	2296.71339550442	2433.27315616372	1568.27540221908	1291.65174418687	468.57431920795	1057.67319355517	595.627361158775	2609.45375655551	1615.67547214645	2015.51350493525	2208.18286630431	554.32424423233	479.24134933796	518.280884626345	636.621872532547	463.745486778758	635.697131976649	574.968548716201	582.608470308358	580.283901868238	767.951684231587	912.095798161678	760.237460983951	1145.86354578766	1150.4077792353	913.498919456704	894.896644229173	835.134384221229	1019.30694882847	714.66188438217	819.715272080462	640.840863199819	959.741085203723	664.643947801737	1115.7349321004	916.873162531162	710.233488781123	826.991046121607	929.335257066257	632.997106283614	784.635716987872	788.654368157644	804.635002804672	939.526438339434	975.523321381201	907.588581011172	1110.51487672756	671.009116273962	719.359409206421	918.864437613786	837.524932199382	849.512817103954	843.358019479155	594.644388862403	756.579617265029	925.872225061521	950.070271876595	935.345876152578	985.520870165397	753.258727776575	1118.10108799798	1008.21890173765	893.599765688245	911.856534301642	1028.45898434089	975.823777643981	943.589011308111
PHF8	1886.05066227059	1880.26976418162	1911.12349134564	1401.25163515533	1498.09289218597	1882.93793273744	1862.86140554242	2031.48862876098	1621.05839464348	1733.68290267652	1660.93099360278	2803.33643515417	2870.80527504522	3697.04899758171	2691.8926695995	2455.31398227678	2594.83119990625	2554.10111156531	2567.81007547183	2666.11841891035	3543.60239143795	3872.75335511536	3947.33406086686	3554.56545477053	2919.97183955774	3452.09977644855	3753.90843453727	3877.52627938064	3749.61511865302	2822.98974860119	2688.38816661693	2747.42172176363	2548.87730671505	2539.12653981709	2450.19014542777	2651.75324795049	2532.27356357059	2608.10407281072	2714.15768011069	2899.99843327233	2743.12785248555	2578.50666425331	2865.42897145306	2348.42909697306	2817.23418174838	2903.25209144138	3007.77584947427	2830.3722184092	2663.73301896006	2729.29714930191	2938.31838119997	2790.91690729157	2744.61932765711	2685.12439474014	2709.10849755574	2338.24039104081	2693.17561675157	2732.22985141147	2551.87554701374	3389.89441859058	2840.28827632038	3225.47900897352	3248.41715618365	3589.55467269091	3575.45214403449	3400.69532125496	3681.07055755968	3296.22801633528	2863.13585616483	3391.4806853598	3362.32819610863	3556.30544725563	2989.95188905166	3445.45425758802	3820.18792466934	3616.61580573133
PHKA2	2242.73697551995	1697.31071379137	2100.67928746083	1699.62093738309	1493.65610748735	2224.04745217677	1955.50351771862	1751.56168257357	2114.20753091087	1757.83539124932	1795.82293304933	1569.73447182575	2168.64123983471	3631.47548202515	2368.83604906901	2639.99570058123	1515.63066421382	2020.31819177566	1345.13724041241	1798.64443748815	3102.34726247476	3762.12011558451	3375.3457888425	2954.21953307419	2487.12093775261	2783.11960428831	2485.38830604349	3156.70276965104	2745.33148336197	1666.70852962285	1404.30650071202	1577.07765662189	1711.17734651295	1678.28036217632	1858.50794020108	1838.66025800152	1818.74025645431	1715.58134298007	1623.09092170055	1405.73738288058	2008.97724661194	1661.46067568984	1910.91636131834	1795.15110523338	1967.00010676803	1886.58935918715	1837.79678643335	1718.15505729543	2011.49320749831	1832.03994779921	1910.74201747316	1907.20106175602	1959.6663976179	1585.64335479959	1890.09029151305	2109.92459456095	2136.67382031054	1726.01147850897	1663.30771507697	2832.69839565476	2347.22172227122	2598.22662395753	2784.57571729741	2396.94102931799	2456.63338806987	2700.4928101283	2501.97337820155	2529.9911422285	2171.84833615047	2435.14346362592	2402.01911870285	2468.72519188691	2131.8333542229	2152.02885727635	2135.13322759839	1961.7298090207
PHKA2-AS1	12.3792380485	11.0802162568097	13.995706836015	5.79285194072529	4.75437558258964	49.1652410397789	11.9993092681782	28.9953033924104	24.9614563111459	21.8519695598827	35.1516960048987	23.3133600971812	32.9981924670751	17.3588179292469	24.0092020794258	13.5356127700142	3.99699154588172	23.8452171497948	57.2447914052585	20.9882580168694	28.9538374038339	28.6280671780367	31.8703590914745	26.9809921681872	17.3800168432498	34.9978871676275	17.1137370401142	27.125462721698	24.9418520253205	33.2840833198624	45.1355025239881	25.0917303846045	28.3724802139563	35.5929049650044	39.7109717235459	44.5151453955429	21.9461811511301	31.1249823184169	36.333027037111	38.702716653695	29.125672247053	35.8266347214728	35.4122697804092	20.8873819453492	37.9819107759419	32.4237968739304	30.0657112059476	32.8686554499339	45.8369048353194	33.4838653495898	32.3166293112152	45.0933483193491	41.6414703173213	32.7186875427154	33.9186930501541	24.9783894021219	32.5845136771656	32.3024456704279	38.275558521795	55.9769544273095	36.8618523001329	26.448687765884	51.9489068431939	23.4931564843639	28.5886392731725	52.9764606542033	22.1245252525748	34.1934542338736	5.98401139464763	38.7547244379564	29.7710962294105	46.466747155025	40.327832836208	27.141760452281	27.9113774018888	27.1506804391247
PIGA	458.496538496995	1328.17661547215	1441.5336990613	2390.06092630828	1916.47696566992	842.333747186135	522.515984821657	981.145035797359	701.444883392944	1487.34130701257	1222.10335925325	1547.25882397296	1068.46440784121	607.5270287455	943.610672904138	506.155582566308	2598.56878176639	1159.24771357482	1184.32591981747	1202.52797826239	687.301643718143	440.070194325206	490.305874110143	449.405044759813	776.912637018776	602.703980805512	890.017978086279	665.800872077058	758.923445324537	777.118901772144	799.146026702517	1004.34202887837	496.844053973582	556.900087139124	461.49278121035	395.585105293889	791.951586144745	512.053110721712	767.08012217767	862.93497006367	448.925161510101	1317.90553313087	915.758840779538	884.526933178739	736.820025131121	652.054250117302	927.921060714721	730.571760211705	506.229735062326	1068.75380079152	867.686174491469	731.780891377468	388.593636692953	688.442163555012	615.724994863762	712.516962203969	329.308906321482	913.274917068735	580.051898926125	761.164028786644	923.893997560049	747.894634065622	598.408474233604	648.079924019983	858.701346898047	882.601434803296	694.86554113184	831.450665342758	740.718381270013	516.459260854977	550.4053143032	1140.75047948179	906.750876752062	1127.49660538453	2064.5190091508	3361.51443319064
PIM2	15733.764944676	9396.72667563881	10244.5981855355	8110.22213084814	10069.1441229989	9359.06828358026	9188.61287915937	8632.2844416129	11883.1125269064	5341.26680665864	6465.41371177669	14722.7013403808	7790.7983435912	30950.4698447873	10275.9747253324	25326.3631167451	5199.30757185654	8580.4361605754	8129.48701697367	5514.90392086544	18834.4679834502	15085.2390777022	15119.894589763	12637.8870677631	16194.5198007525	13331.0860896206	16860.3295897453	20971.1529754706	16866.7687639533	9476.88482837638	6009.28843829108	7558.69579539489	7385.29680714908	4413.31434963042	6222.60263765541	6488.32682590358	9102.17586418446	10128.7438923741	9171.36264078948	4535.27065015302	11785.2978326095	5144.82548901636	6336.55531675668	8904.82153935964	9885.73194062051	10389.0673153835	9081.28706121179	9601.08936511074	13464.6898289284	7452.51014603947	7318.69575052277	6946.70081460019	6618.07022814526	8427.39330542652	8379.78976996822	12604.8460018567	10474.2779391461	9040.514803984	6500.80393481602	11639.9529934746	6589.16633666616	10360.0464287668	15699.8299695265	16000.9042906353	9243.2588886683	9632.86980800707	16745.785599614	11574.7860187021	16921.0759629708	15693.7726366811	10628.2477581632	16345.4576729093	8441.10851663062	11047.2918504912	5618.12723023417	7906.882036954
PIN4	1919.4180271145	1052.46625862989	1053.35795897345	778.633152009606	1105.36123321759	891.461404750922	1039.55884229482	646.934051769185	866.77781835302	1103.33807915547	832.268099146137	279.449180318769	244.994417747596	411.291058944264	313.51453479469	456.863130104841	341.042243823895	277.269773674048	427.144981720405	398.847329285267	511.252965356696	517.320303684481	492.905990062782	610.143727558724	359.274460594467	459.647056374145	293.564986430148	549.3344795552	366.689470145811	204.817135260206	204.674599437919	301.328938824303	250.728065034798	188.975195329891	192.542666832828	283.073089694652	381.143827176586	338.871788488005	277.254727589291	199.382720490324	331.765558251494	248.72510214909	222.612416644171	222.409258254172	244.485073638525	267.410256071359	200.042412956989	235.502377457718	230.610919172411	177.394339576579	156.850865414645	195.061634054984	245.974368840069	174.456251332969	230.682060326171	614.220741263148	283.865363415108	146.991131941583	244.278568930902	200.84969198373	253.571869377199	175.09970582541	192.149977652091	278.091244312582	277.129833391686	234.016863865121	320.761391468653	269.60498736219	292.353367415966	254.173130914583	305.891276247829	291.913232442446	148.964081351995	196.869707002543	155.971258983533	134.512527716192
PJA1	4738.30611184322	2471.37380318959	2962.37316767043	2330.85361022881	3633.93553678338	2592.00885403499	2091.72671282001	1416.3677573791	2049.66056103178	1762.56433452302	1682.12619448999	952.213531657599	601.557800284557	2058.37078639371	1123.06505013211	1165.47142549243	527.235381179454	875.350699255118	877.771485755334	1153.5631528852	1621.00529914201	1634.27704063719	1371.73595718631	1453.99619055123	1027.2027682551	1052.81715090977	1127.46424974543	1827.64862247177	1286.27334489921	518.333205920622	492.239444987144	586.355282149565	626.00696468917	627.215953957257	613.096992533444	712.150539270008	687.993551495932	647.261801010206	465.656686644439	501.4880629627	607.152512002737	501.303933060039	663.438630843105	656.131369627082	601.090945917361	670.523884868286	468.652787459767	588.564654716107	717.328607392926	579.800586899677	372.088471241227	757.374382000911	643.625175381428	549.282017896359	823.177749010337	1219.31988642676	806.178793945862	585.377146655974	560.236674296243	772.199148517168	744.554070218965	846.464204223461	1123.26553885324	997.573126026004	738.830866790211	926.790335731909	917.49105064577	862.639252823151	1064.58893140883	1266.93470312809	816.95228749866	735.561986285117	680.969522612286	1095.29642140781	497.883046208612	900.962827083431
PLCXD1	509.902329879128	295.137207972325	538.400862393319	324.235239481526	648.120780183323	985.52895958397	1191.45339921647	908.110131805727	755.699081672315	737.098926926127	893.631035404585	1477.12189581791	1912.52360657785	4041.56490325347	2522.96394348934	3390.53689362523	1006.97384574035	1825.45570679441	1229.67990219173	1489.76102916702	1128.2870599567	3766.54785532425	2310.14931529051	2357.17088988066	2561.73667167892	2042.75418873267	2871.73106623901	2782.84738908689	1981.62881995286	1003.47286353312	857.332034600366	1080.80430490885	911.895784889198	1353.9509795102	1501.84347668019	1210.46047105664	1435.18455010646	1701.5765955661	2286.83525359728	1342.58611346367	1583.31703129059	2110.09443612966	1538.2203437165	1278.49703275969	1675.14794488018	1798.5541258175	1188.80905455101	1297.52026429756	1719.59795660221	1732.11219830612	1684.27803334848	1696.0855185934	2528.25479012651	1946.74573610718	1728.97153175857	1152.27076224541	1246.14746455285	1912.35926826157	1153.90495179341	1203.47868465061	1016.42778764325	1046.59633236673	1963.10805197873	1074.66209192014	1136.57947935115	2215.0766881388	1539.93295715426	1816.45838479732	1172.80596479836	1026.27934708572	2386.84849089785	2755.57441871202	2120.13034843522	951.477507397489	2016.38527414847	566.86298278572
PLP2	14139.1309851375	7607.95284970063	5514.5485952635	5573.16263914357	7221.5956408465	9731.70980979615	7718.14312666309	5386.13246140775	8202.58376586727	6826.91773404701	6665.12265561389	4054.38369396423	3877.9625237288	12576.1274994999	4636.09255452057	7004.23766036239	3302.3536870918	3749.54907755996	9124.89481166913	4299.57779486469	6381.95350235503	8664.09173159798	5086.41407358214	7337.43188908179	6072.90224063399	7533.83606165085	6379.66933452224	6213.3671777452	7991.35953372784	3303.10689557719	2478.88901306159	4293.35445078419	3343.84636250624	2163.43123302111	3005.33946166139	3608.53536381844	2903.28426150122	2885.60222164616	3209.908478285	1043.35177911635	3084.07040651277	2300.41520307419	4333.17745819557	3562.08265714429	2662.99809172544	4173.80819842733	2832.42477889228	2282.34749355312	4842.27369912882	2966.51188988331	2417.40995443024	3094.88193961246	1826.86161512588	3516.95204667862	4048.62331842167	5705.7019437703	4300.42032112208	457.825495011974	2640.92769934411	4272.29266896716	5884.91286820732	4968.67539643463	7448.04049144639	6194.53856058952	4898.65351423015	4670.53699576816	6369.84137815122	5024.43551409887	6137.7738735108	5424.30144075668	4934.97141611809	5145.65342872091	4679.70705186685	4748.15152226922	2308.88749853466	3698.86891340025
PLS3-AS1	29.2984194702381	49.7264271919398	39.8785411841508	27.353113683906	53.3187498961275	70.8458758470155	37.4648607840845	71.6765865578041	38.7508276660849	31.6154828311434	37.42777745118	72.7328977144111	80.3913181698924	42.1691646283262	64.6670684628346	81.4733697113762	94.4742586767107	66.4952663782891	16.785184718687	56.4176696523134	36.5504505172855	55.3918317881257	40.8193135292818	28.076704761259	88.3879191770289	46.329902397754	41.5569837098539	37.1366131852933	58.2773939183126	239.645984205104	231.993488272594	164.335919850542	146.916222073953	193.951564681345	149.098385698399	150.455150698446	249.713366562311	173.604328220158	253.290993128597	191.744913881756	203.330592796339	214.298155184572	261.373734784364	129.693631150187	136.924506843728	183.856831473492	186.511027237403	177.867908134448	193.757260700236	158.147907862592	240.814663015629	190.745498687927	134.56479634366	152.504049629315	123.23764643465	92.0712301544796	110.962248727891	185.187980705136	230.841529329478	73.0846432165937	83.7312748745846	109.322764221783	75.2486481939454	84.2597711714795	73.9045693564873	50.3544565723981	50.2613296937731	32.0916766067831	53.0459009784565	51.1700327877482	58.4436641545552	55.189787243296	72.7269825459189	49.7854201895464	62.5927527593905	109.378424411508
PLXNA3	1154.61006782595	1678.03756621622	1171.86303547422	1048.30132290807	898.28202880349	1459.53588343153	1630.47646379124	1434.62499576917	1188.49995255143	1670.73569691365	1693.03946686041	2256.62414765079	2912.44474141835	4457.78298257609	2627.4671646653	4129.06927669062	1617.77326364528	3180.14096504329	1905.91619022906	2740.47808087513	4390.55416594975	5466.98506801385	4299.17688934978	4556.31081889977	3948.92899003749	4756.13948325323	4138.33559686706	4699.78276633196	4954.89877903853	2772.79994609315	2559.29723868399	2510.01789178298	2335.82975131599	2432.4469454654	3006.47256305608	2618.4420357667	2537.74285776557	2453.1961573915	2977.64356839177	2151.14309077487	2563.94219397682	2116.07868299563	2841.83943349925	2338.24089464697	2349.03770079831	2707.20511286772	2463.96150734123	2074.71177054229	3074.00245206079	2386.64228633818	2714.7041692878	2594.59529172777	1891.71443396808	2315.28799295755	3084.81018505755	2419.06487752686	2779.82065934915	2791.35655918503	2697.89683791224	3745.20500650522	3534.82641654508	3385.35161746287	4589.09013176181	4779.01663897226	5037.57527338278	4152.65032573452	3536.51613353616	3797.98963862994	3205.07987901335	4339.93173371052	3876.97145995628	4436.75327661605	3482.57558422971	3747.29330479641	2857.70608350044	2647.79543928432
PNMA3	265.088514664051	396.032693691681	398.848936086415	113.393453167811	327.762136928343	369.274160674194	350.979862803727	230.207561176478	205.932298694709	511.757242730495	131.172489197089	919.655957129337	542.734174032806	716.661674171954	504.506534230582	409.56406914462	540.392367184993	847.960269807696	724.281259696073	885.561673138866	1149.30796679286	879.677796946376	748.838327137869	1244.3720874419	523.844075796688	1085.62349842466	663.219241054489	1243.46106607001	1544.13424027957	488.949326144808	680.973762352489	382.805906258471	579.754254263357	515.049538207005	249.36469626871	251.875726753253	299.991724128393	325.450033465783	532.843437424656	359.91507798028	314.532917314739	696.372714491989	553.839425173273	622.89882752144	494.683608974973	378.25673460176	1003.14986369032	467.109220259996	222.245779497104	963.905038400222	353.226451016044	355.808494583874	867.215345791412	617.720473479792	580.604166057287	287.133263787558	94.5710299722505	303.214379034865	220.767828650997	555.312544791289	748.987719269102	475.39975775007	112.886173914541	699.184418931979	719.056741682453	449.840144541299	1070.71278261485	769.620229954731	1224.88903725121	1242.18364561457	545.293362047213	1367.61609386567	2377.67661796442	378.137557382079	814.436011124882	1067.70673197661
PNPLA4	515.828925901947	486.241847598886	439.036511146277	388.926581111812	528.517104310655	822.207080683733	659.895634807977	398.690010819106	510.728984920055	597.443637379636	469.280475366658	527.840835761869	572.906000557257	671.270002408738	536.335333397013	630.747161292082	658.176803947666	454.082075856431	506.522426080877	359.460731217693	520.283168018753	755.205280436682	695.141956167367	516.201055610505	582.59015719198	554.709014916254	593.854359232127	725.201346707792	693.180283394339	585.686825786058	665.240994396557	478.870013207593	522.36026985051	411.940603886619	362.459007279631	395.882694757474	624.934576248368	607.799786305466	615.283589079991	406.429211908557	503.379943952382	567.838022458654	511.226519327362	385.306776650617	472.634125653236	468.905534331036	481.564635373194	572.219324633058	479.116558000412	587.146217727248	689.813761004949	519.299539372696	483.527945790832	491.606075894086	560.170466567884	564.155710839595	534.769056426624	531.419088737924	564.038949197181	366.132005369628	486.417428239382	457.262730852463	444.801527833437	391.944315254512	671.590158552744	392.695805204033	621.49392317524	438.450388148959	438.401561804877	459.896048337913	450.247657543288	681.547899882881	425.881502180282	540.056085349529	568.672526662784	588.320554186456
POLA1	588.151301134008	1280.19518833236	1671.01392357966	1574.41473703855	2079.36947994808	954.139213248565	886.140824215393	1480.22844505325	1175.08398691911	1287.15160160786	1107.39192251521	593.775830446385	776.093838449514	79.4502164827036	309.384277430156	272.941686259844	1146.66202166606	722.066062770948	783.636741407637	863.174439899323	525.323805633714	306.274636065424	344.448887088045	428.811869158297	377.973324766706	398.780801991227	343.385419975714	331.554746790777	353.836219546155	651.525991027247	679.954559660171	545.63424476121	458.419782398227	571.621224510092	528.5653842892	440.505930119312	469.565165078033	525.276385558433	536.930339676873	489.635594150552	343.580165537921	437.660032261127	309.155033974671	543.091391520379	553.923464028432	336.410716887361	531.512144369827	549.440564366491	339.135013282517	492.07178396402	499.814023684947	529.833058463025	497.329220757549	426.597625150453	547.785900105014	475.947721747303	407.855764228442	353.274226430162	696.410814528313	501.836662111994	517.440346784966	443.785686172653	280.102033135876	338.905818771265	317.662081084442	385.016295205376	507.167336537462	571.959219568076	302.981464123437	569.643540901958	330.41633948566	378.317726651328	410.447709305146	551.062869628147	499.234385337553	595.005985588879
PORCN	846.594760326963	535.188451232627	334.656232408878	369.88432422057	407.651930806399	582.238958832857	478.851606401328	450.083884487508	449.1175379514	461.864695171759	417.087014509021	518.59217780604	440.897179275321	1737.46531889369	578.99385179134	1228.24981288115	103.860339936294	379.298943048351	453.522472378721	450.751484742641	711.761944339849	863.217975580897	721.41962713444	727.789183835756	669.938464386921	881.924609575009	697.831438546136	833.920545172073	609.702415832677	302.18810380638	255.904192351471	380.683506621209	304.686129501627	288.233824515807	354.824147621979	335.047914684625	318.035359896053	358.754142778243	368.872103327373	242.086533517004	387.831638490561	305.969375887487	391.764593228869	336.772078895232	449.265528356528	529.132580171037	392.174607961954	301.109108550398	520.448182406098	382.093324591151	363.991093569764	353.412055272294	282.18935886211	401.619129663401	394.249794595005	558.012049597476	510.404162831132	451.41062076203	305.493456322266	561.256185855487	491.123457541819	442.537826216575	795.369739076236	607.573427776979	624.333001692187	716.585110019388	561.637987940774	481.033003085446	832.254923411346	440.171208421985	571.186321968856	587.819907284536	480.187288761456	626.105948786927	525.522893951375	430.782562198786
PPP1R3F	731.781216751843	572.59319738705	639.598946801079	452.834017382088	426.340638380057	587.216929832504	496.152454920125	286.416918985364	682.986928849254	498.822722290801	512.262757359175	386.273687815391	516.911506225301	1098.73660393297	562.384846304264	815.268980473076	198.460304762004	436.464120694536	261.015935580941	371.309562519616	815.54805266699	969.549253431903	801.629609225358	745.419417421762	661.036651646731	657.020602313682	615.463443973172	1057.89647181585	667.092603012491	410.078079468865	301.040572242047	356.980477381327	410.21015716622	337.444870247831	426.348813429959	554.121226233233	419.874608515441	429.085043228672	376.248440027325	250.642186041522	355.905003679991	363.581488189057	397.750040017683	369.417408521374	417.371657215298	405.58364679438	359.375163677107	362.665359091042	445.120137180774	425.248839137785	369.293896012764	457.925665095139	485.390652509691	248.510911476883	472.764749652693	468.340645389792	445.468954277384	425.599496609081	393.342380849959	638.776655366671	502.971643539381	492.995770767547	729.976858230106	579.211161116512	465.875729378907	539.997724582299	630.666277727029	678.329439686345	580.622360600942	663.578498210304	721.625651828098	594.945281692408	417.652782275047	515.366104618833	545.220836135606	347.342970483755
PPP2R3B	313.12888499548	363.790388926811	250.445860434816	260.16217259204	288.521336842671	644.758294917408	420.445224228316	511.025216442534	526.806562751576	361.910630892415	470.83826900548	541.91580101237	733.617877449565	1932.018631265	823.275964491528	2090.40608882333	178.488958854213	527.145986894116	778.029395625473	635.017993721652	541.193695101519	1213.05212574459	852.385318400661	962.320279266992	699.823282266303	1122.86141108148	1109.81272179062	1461.52203309806	1172.62053305969	228.678077007422	141.919992117593	249.142808270101	366.465634708106	331.196370174826	402.280581375111	297.168900061545	470.231649843519	480.278881553518	411.878690666087	255.869488126227	483.415114527577	413.473093495379	526.818296657611	476.39202780352	624.057125462008	624.700831951352	487.987361414943	529.119756906382	808.095642427842	510.832777003078	536.013684798901	461.687347230839	633.155422772102	454.642159273498	427.018095732866	1031.12184661621	524.379159556413	483.41527793263	460.848610758627	558.19299001231	441.3563619937	549.530355548523	797.50234029207	610.439123355259	528.834067906195	566.264803454132	541.585517565265	581.382573296018	531.165239982681	390.102459788779	1114.3501266379	782.586115963004	769.005253092803	270.598872517076	536.469588100533	186.126803671539
PQBP1	7009.91099710735	2659.65959856045	2925.4413511602	2588.02234379023	2857.61828408299	3459.91555954417	2811.26566256603	2179.16596707646	2818.80692363995	2446.98670029765	2153.43450067968	1360.70176649603	1085.63026435218	5125.23354255298	1545.94478453163	3583.29973407754	492.517847152846	945.469261536186	1917.43543296133	1092.40995000067	2943.88588797052	2749.91302955438	2479.99263221997	2605.14065727162	2281.06951756424	2561.14463415819	2530.53151444209	3284.24306927736	1995.33638348651	903.116094241315	745.772392141299	1166.33973589936	821.161981071035	817.732559940906	1101.62461322123	997.844430418122	1199.71033971917	1348.44812790139	1199.12764143747	703.244375289628	1409.8511348602	888.117861967044	1325.53761107338	1184.39665810721	1281.87069501036	1493.80600203083	1102.85716403703	1052.60737590162	1642.31656717875	1134.95748646387	1234.62986188451	1200.82059345575	918.671088362029	1077.69684472898	985.333259827699	2498.53228196017	1481.07406363252	1077.61204360252	784.912273073355	1734.8834505322	1783.55525323584	1773.8775485433	2602.18415168588	2411.83820489215	1410.92916582626	1707.63173380062	1688.72778737728	1761.31961203709	2663.38567527789	1650.36557768685	1252.48983069987	1849.75831332543	1569.67422014579	1814.85171365785	1174.79645430041	1472.21669682881
PRAF2	1474.74493326646	577.086579900683	767.082807585615	743.299136258754	663.557813382421	840.869345464862	580.207926792786	791.685118270288	825.096730848295	648.378184906617	626.31875939735	900.323741029475	606.596860917015	3253.06605634263	995.454546331502	2678.94058816092	379.84551380651	620.891089551174	1155.86323907745	760.168117378028	1530.2639287638	1861.79964708009	1426.45390815085	1566.23590735421	1235.42238484962	1417.08404706405	1188.99943398079	1571.92774598517	1232.25428127835	632.048663034171	466.591894450465	725.189792368125	523.600562970935	468.034751196597	570.386621637919	612.789072943457	428.29932657991	648.827255751864	538.918576305123	306.362012278015	723.771670217217	460.357412997997	646.515459239525	624.033687845473	728.33919861051	852.4589522554	621.103586541063	502.121968548182	878.075604429185	588.766756065176	497.175904365548	751.302135762328	538.229314508359	791.273136247986	575.363919023039	1297.24945598334	929.815756117288	677.615993838798	508.64912816734	1006.82059305822	1024.44068902189	969.676709859305	1690.41079785388	1446.78116560622	1180.2269974411	964.933137050654	1098.04323380369	870.952014619773	1832.36350741123	1164.53190008121	992.131831824087	1046.98977936102	804.697814501986	1146.73639768296	606.426940818906	810.37333502661
PRDX4	2416.32615403796	912.484618926704	768.496506560261	855.03726381001	717.703891998283	1055.69315959809	768.470637612586	642.963983892187	1176.38349702348	789.444593761287	607.894464836226	293.352822721791	244.784325960754	743.478612173069	257.602811942434	615.902925549713	176.370230035466	240.97969203068	374.731362912099	252.966442022343	298.724215737704	337.782351591181	273.03113145772	341.76897746871	339.621217658689	326.879412484335	249.774559738595	265.616408626979	217.955916102127	221.546806571586	166.904688984503	258.18439060741	169.86871598004	170.341708277694	227.23525107466	247.763836704221	166.193161803501	261.485206955769	199.619361923681	146.241594209901	194.855133885733	157.329914527993	161.20793164531	236.663945799372	224.376543499461	313.360736821979	172.759485595832	191.465939595875	265.645845730957	136.011768433876	157.851482115484	179.338302881831	251.970078012983	206.843696706741	245.772439515174	361.974031617685	255.104135084726	234.603813598563	141.257347139815	292.131276081271	239.144463943393	274.454416005289	378.216516130149	297.534960370809	233.73881809729	199.747961698619	255.521915576086	227.023653322469	373.008544412554	242.23998216562	240.892174851112	262.402910362339	258.011954021001	252.095388826599	136.003751845909	160.371284844822
PRICKLE3	160.511403581219	178.862941713029	127.828230727666	141.227006220293	69.6836807012626	147.633443890333	151.552155311706	153.195792964559	161.080263033469	113.473243239031	125.318032838779	97.5161240435452	116.686404184031	322.29693241126	143.42534518584	300.076334408266	33.3817604482333	105.15588727151	230.355122128643	176.257303488861	208.313372701456	249.326341854801	258.694671267388	259.636936291794	106.265534282695	183.231349683585	114.921298896761	168.419645852814	187.070718858011	112.679862569739	84.1487502235934	88.4966771922262	109.697937029399	115.404870804492	169.08029695161	123.319568792314	81.5818755004716	130.441014829903	94.6977849405047	35.6915256915205	92.5127734913375	78.0857833582101	75.0140092241334	112.131591494505	95.3343463984585	106.467455564076	103.1606098069	87.839400575073	156.886987616485	81.9465333624659	85.2537894651633	138.847063316765	123.168489887066	112.532598403436	146.556999616866	158.328678087765	242.276546296617	98.6273461401958	128.239985874586	251.003706692672	180.272732857912	244.844764249394	198.369661090969	213.528424158279	308.559287216468	205.151881006561	183.14369390591	211.013686991948	247.385926893058	197.002465187364	239.110252534206	193.028052755343	158.983610284968	159.15470664959	104.401314436323	143.778084096775
PRKX	1943.14517398371	2562.25384834954	2253.78344514893	2669.00070708531	2446.07036721033	3941.92996419281	4255.42139669861	4935.67209536499	5002.71997493974	4389.02832276884	3520.14696621995	6565.57000140796	5112.56224279756	4028.82918118636	4300.04983124255	4401.57594771407	7707.50407561687	5590.91667270833	5019.53366233316	3336.57783984351	3347.27860335578	5479.76630064631	4686.45103657501	3433.91002255726	5916.30230684155	5525.62292815062	6257.98351639843	4011.03361047303	4581.93965493398	3277.50918932464	3096.46418076108	4913.98353169588	4591.63161997658	2682.9518411075	3264.22221699909	2353.32651491312	5682.07461334582	5949.71654521782	5844.04187873898	3935.9236006129	3281.84896683373	3515.4627182693	3509.71107764568	4293.00884720586	4717.19371847435	3784.69491362731	3965.25294284099	4265.03484508679	3718.93346931553	3743.88313737258	2656.03247680612	2621.10856687615	2559.8493595596	4698.52257140575	3188.59262119148	3400.29918826847	3720.68028757741	4236.42391558308	3610.36082060209	3645.0427054727	5434.61766930939	3071.89587537777	2671.80178767172	5462.04582377624	4356.53029574586	3253.08139129003	6112.55338791973	4547.41354427413	3314.27004388675	4261.36027319877	4534.65145504643	7057.48397806024	3592.89055219577	3976.002807699	6288.49077453205	3890.12925191185
