P1.CD4	P4.CD4	P5.CD4	P6.CD4	P7.CD4	C3.CD4	C4.CD4	C5.CD4	C6.CD4	C7.CD4	C8.CD4	P8.CD4	P9.CD4	P10.CD4	P11.CD4	P16.CD4	P12.CD4	P15.CD4	P13.CD4	P14.CD4	P17.CD4	C10.CD4	C11.CD4	C9.CD4	P18.CD4	P19.CD4	P20.CD4	P21.CD4	P22.CD4	P31.CD4	P30.CD4	C14.CD4	C15.CD4	C12.CD4	C16.CD4	C13.CD4	P24.CD4	P37.CD4	P27.CD4	P29.CD4	P28.CD4	P25.CD4	P34.CD4	P33.CD4	P32.CD4	P36.CD4	P39.CD4	P40.CD4	P38.CD4	P35.CD4	P26.CD4	P23.CD4	P41.CD4	P45.CD4	C17.CD4	P44.CD4	C19.CD4	P42.CD4	C18.CD4	C007G.CD4	C013G.CD4	C014G.CD4	P46.CD4	C22.CD4	C23.CD4	C24.CD4	C25.CD4	C26.CD4	C21.CD4	P47.CD4	P48.CD4	P49.CD4	P52.CD4	P53.CD4	WHT7559.CD4	WHT7645.CD4
EMD	3448.20404474343	1737.20307421789	1834.03407662464	1948.42450987448	2110.43880025991	2275.421234502	1580.3834152712	1860.45411661509	2037.04989214694	1532.67536336987	1588.61026958143	1634.28523502516	1361.849019079	5277.29746224088	1832.79912016714	4109.12947991557	298.142891352749	1100.14644942195	2043.99123640491	1014.7694476438	2250.56515241036	2841.8888996236	2534.10533233405	1979.42560661636	2259.30770017062	2575.82211758749	2443.2987218749	2508.81269718615	2387.64996708827	1324.45998086935	827.913217471676	1325.69733206927	1015.95134570014	866.469565464243	902.579993426645	1084.85388054141	1090.08632821423	1004.10902958819	1192.9194520654	1382.73792945373	1520.25072722614	968.680898863195	1681.75379802637	1238.35034036509	1170.91105453484	1467.50313996131	1245.27559300008	1014.74656217768	1307.4090517336	1179.07718811796	1032.56717105065	1165.01981303112	894.15478513859	1098.80983358543	1043.34169705105	1903.13472299504	1966.55995470156	1279.73187267285	1143.23144497101	1624.5382162284	1516.77481490616	1762.88241986099	2653.86221933529	2140.4458054494	1585.84480769045	1578.84904650226	1737.46114568833	1819.34528352121	2380.29931009552	1763.2557070401	1600.60912205479	2257.41617008222	1572.80578783839	1519.18104528316	1390.76818554237	1712.61260315224
ENOX2	1039.09973386802	953.194783157945	1329.84812968584	1258.07113850139	1526.28727079113	1170.15304570564	1079.16918119264	1197.11056944631	1079.04137284557	1173.17300045209	1108.71177872675	759.486633130933	686.240359135611	275.816913553319	413.779963905119	409.165146740005	748.627533199308	750.153973745275	941.679948281766	894.958015018283	620.198246774793	446.654434916328	512.94891287114	653.385706194134	669.476398495525	578.880260004694	575.823014389643	527.239556398473	455.517373213245	392.930888918147	405.653261357447	448.187739749751	512.191895462314	531.496153303532	476.307042451936	532.850805306498	458.014491909758	545.510876883294	436.331295873654	370.187978428073	304.099625972387	382.070292437145	264.367719057424	439.54492886711	565.541423982228	364.336300340694	492.681976187676	432.866347722986	330.352831748345	368.639730688443	455.677283823109	441.7457139819	521.335732702279	506.738694899691	547.764265608036	571.108508153851	439.813754634914	365.944898379724	520.173944444701	606.238597712177	669.790398495152	565.058954581527	339.810895570096	363.982560636291	371.718693173206	506.788984500181	558.75536009063	498.64519688172	386.725072589743	547.186660542464	563.588344414112	403.3160498777	514.633234492615	493.318174416713	558.875928100656	570.636691134492
F8	362.039357225076	239.986664496655	200.830354007923	449.463500537039	531.026554236769	310.073507909443	206.636429523823	346.414081294316	448.19970608337	387.418789708739	271.419214114916	169.209612733853	165.929622525838	82.6916369884105	119.432602631334	49.295790611278	82.9167008510361	120.806937488921	133.385773941783	64.0639998746778	146.713496952745	107.461188118433	55.210856293294	135.494767233655	125.36174763409	68.9689262033341	96.9551292592586	115.917068146704	126.153065693161	127.898734053841	94.9109669100321	101.033993612694	125.419895050538	52.648519406152	103.031686249763	83.8553266302082	22.5652113582854	59.2643277899	112.811997096941	49.0401128683726	34.2198331972197	60.4736886580365	47.5644011869547	157.945460516298	36.7776462849417	45.4641569668769	44.259316841407	61.8784054083583	61.7603648500191	52.6453676023895	25.2078642639372	36.9136509042043	58.8664422131013	77.779002538893	105.645738368899	100.444668295711	58.0272991745403	58.5946333205417	37.9899342578758	70.3369288675402	85.0360760440244	59.3079002064574	64.728121372572	69.4347151673329	62.4045878924755	79.003153654779	78.8555244510605	97.1399104310507	67.2788793162895	103.537131234825	93.1657152995067	94.4483738665667	81.1479133847471	147.711401229486	61.4264318171819	154.686871031727
F8A1	1140.46164783194	596.181312526041	1261.46522791837	1478.18333920119	1174.42948461411	1156.100821803	732.965967303275	950.479998206264	1531.88463723148	1051.91457166614	1493.28849310738	891.885886971892	1343.0015261364	4133.9629659787	2261.51860472271	3672.18390529411	1161.98844465346	1610.57184392659	2943.75506847494	1634.71816979383	2260.96622017822	2920.45710364168	2408.48223093008	2068.67647905861	1845.40927637936	1415.0208245184	1611.47453534619	2396.16844330567	1641.67573142584	1080.63227604117	857.211274987353	979.369258708338	1032.50406238728	856.046588580465	1235.7334004132	1289.61574977974	942.617242044084	1357.55744304673	1134.06445339564	479.909571315726	764.707783605719	961.228556921854	802.178729948297	873.49890870246	1088.75372603548	1489.64295435841	925.712611931642	854.712781103919	1431.44701514886	1254.651703299	956.316044191701	553.493742810267	1179.99887352626	1354.64018923822	745.311132112611	1928.24550286675	708.566221660727	1150.99296709296	182.109756059654	961.655344297624	1877.7703069128	1499.19680968421	2271.59256653935	1775.29155719322	2077.54507357503	1650.30639651306	1687.70152587496	1464.03253879517	2490.67187698038	887.452203811346	985.748803411144	1030.97206289785	1382.39787757264	1624.53053901367	744.609020233014	935.914838973591
F8A3	1296.58889638529	745.241552677106	325.637157714379	2.56505084209068	260.647852242643	285.898756434339	407.15357377018	430.306557923048	271.183444327085	313.020123557713	10.1753129374331	596.945711182305	6.26732266544922	1127.50403597006	6.01591366907055	787.821504873443	2.08262316650867	12.7040453328388	15.6909867351348	348.687514529645	17.7361627905365	15.4741780841267	185.326164881146	458.779620650771	296.519376056338	847.788975235197	333.627004069935	247.61034382613	537.243518082201	0	2.36272066428339	358.738521274935	157.612476364341	183.895749525289	3.94086251518889	10.3168690985499	112.85395727682	9.54815849943922	4.41067371889226	97.1797602596021	465.922256261945	22.1763370661915	528.125498180055	436.407480440239	251.796743543919	93.5388445087773	94.3197314704743	85.3088638493525	99.8633893586316	86.6014373246134	0	514.109840064418	2.11895005359717	112.803423659358	707.395806817678	597.995237979742	807.289081857724	19.2520476182263	893.44336599775	682.975906476814	3.6203642997915	361.277842689307	433.000752680096	494.124619949921	171.439494842827	2.63825606077088	195.739444941566	269.303329446018	0	868.436328338909	522.205236208227	520.946098395282	270.018551185493	0	74.8510064956694	182.01591758601
FAAH2	1794.36033798245	1178.57920075388	1067.82832243023	924.031540778988	1303.80444727168	771.420000170538	734.032649827407	690.192950829912	790.260080365791	611.369438017622	794.080653117742	595.152943870459	732.213132190267	1041.08017162054	384.704328860706	460.45920101698	559.109152056392	642.094547731669	386.238652801573	544.303758299854	631.373416495132	533.239210603505	283.778224257229	460.443818052319	555.133207789267	659.302442779492	433.741524638783	421.501516865738	977.674943432546	752.432580874658	700.774733240097	408.064646180277	487.728989383759	635.417067452192	498.55018584118	494.306690258519	431.747854236223	756.904986129743	496.624927958535	849.337724523192	826.004610041488	599.429430592122	653.411442671385	624.816539555674	578.53030695481	570.527629558202	625.56516974303	566.833534809149	670.355055644967	725.817830046565	463.28939357598	379.959845477123	537.417900124249	573.390922206459	643.560637271017	527.690651065247	268.293097246888	609.51481962492	500.547838384007	289.807072020485	439.305741425571	292.967877819003	648.990428918959	450.335801642796	463.625173071187	492.248967804899	362.328070629288	297.229094564103	376.083427358029	483.589260774299	292.375651321612	581.252358661345	536.588706014289	400.028257815757	343.5098583826	302.748111970295
FAM104B	1100.71596512165	560.232615070467	606.680612674206	720.839545149017	670.547456118946	667.65747608918	650.685325868301	579.90507068359	542.192400799387	676.400959475027	591.483370516899	205.95735760433	291.320428088523	872.851867023901	270.539598158236	471.301491322489	581.305286854429	354.135429938484	526.956834885075	342.391200233837	355.128457861884	398.33521483488	394.310485143003	334.077023050574	400.733077120224	312.503570035461	268.928275160056	357.11063879247	321.164275558487	213.09590661846	224.664691729575	255.966327396539	275.981107564175	227.863961055606	249.668969739547	242.417846772763	216.202891387631	220.958174736968	245.869432246276	132.854071810552	252.806046143493	166.164384893822	326.092962409917	205.967738494922	363.49557127836	298.013801729277	238.536653212037	244.144929680949	240.716921726738	241.629932679323	242.578476527864	216.614874726455	278.987106982515	302.974892388951	209.239053584427	457.422943627496	288.535303587176	218.798468214354	174.364309625156	187.957866956982	288.52295902062	172.008317932407	319.925593502943	281.064684140731	88.5442548198166	233.048175400436	311.463995758026	248.596086557882	324.401699527576	272.743324280563	234.937090576093	310.7917556926	209.685897971926	232.450957895417	204.881433842328	166.213347903688
FAM120C	669.133159008718	658.37190834759	730.196707856797	520.225078528703	551.028730674197	580.577794119833	345.674552144121	546.523923572993	417.210212085892	556.522268170529	710.543829104372	799.365835003332	795.181846756319	1085.44211713464	912.641789831025	797.062795780526	783.458082922864	602.034455446414	586.745699487844	720.328869824772	961.736214646206	822.014986850883	741.183891659927	726.438834779556	878.150825751891	721.033845704155	685.32796768128	877.554332241306	566.770288514946	728.430132164441	670.364866444287	768.685352260845	666.65051708143	672.214954865839	574.376720156335	602.900889045315	717.096462088843	561.299217403926	653.336532806441	599.267821630079	468.258395596915	697.063874025435	670.387621981972	636.417348718435	742.997531460288	687.41612385528	802.083926723347	622.862457414044	654.46043984176	831.067288912856	741.316352020974	778.579677612672	633.648026758775	696.031212703677	627.613079122982	560.942510480979	655.771844806115	775.476173612565	708.425743396822	841.08695014141	777.159146243252	759.712745730611	819.46762746769	810.848808647725	713.260232146866	838.495914061462	722.261079526723	693.035458963908	994.286899619934	839.053623034467	764.586656400402	713.188372799609	685.907162959424	766.61028589655	1011.90878169547	854.3148123473
FAM122B	2142.52887699484	2315.40264844956	2321.15097606638	2271.29576898796	2371.3244523397	2116.84459351207	1852.24483883761	2932.68648871286	2230.90691471132	2381.29661530305	2192.82098710421	3447.44519787927	2707.71830856195	2736.56882050564	3197.00270854562	2332.67164379008	3845.9628794479	3309.96998464922	3521.51766587475	3122.1304460156	3738.62592095347	3360.38254604791	2984.73705951393	2800.9172104828	2753.79263241651	3049.63260971535	3112.24857936771	3525.72094671822	3117.83200522508	1548.87057331654	1462.24026928741	1921.52945645319	2334.40815134275	1803.87042484403	1960.34503764456	1895.39079414551	1766.96928019195	1983.03938448649	1640.49431781733	1689.67029387459	1521.63014827253	1706.02924378509	1589.01359110899	2277.43241762066	1963.95032806771	1931.08544794128	1828.86450649323	1968.4182545181	1913.74088828105	1832.32017530406	1918.3521179709	1838.70773432568	1746.01155229198	1690.29580411229	1890.62316912303	2340.99320519427	2036.13002324373	1893.46495336249	1724.67319655235	2376.29270428364	2342.47217737653	2363.2349833423	2195.38781852754	2662.91484095292	2291.00370861953	2610.91850794344	2777.22522056014	2725.0069787473	2348.32602914208	2888.50272883098	2861.37046991497	2768.60414300271	2937.39682551414	2488.16236716472	2611.62589038462	2450.7757193711
FAM122C	494.663598919525	426.562451530806	418.517456273628	666.101857058841	482.27734614265	299.278348531509	327.576505146857	387.192289402665	272.59724799517	401.652464301572	489.202223762313	355.638085131537	320.953542148201	326.067912966436	363.797605400549	314.809592399936	613.36782442194	338.735736363455	136.406527031055	325.770967930057	297.003013735889	336.367560335346	427.963908514393	337.183457757544	274.976278417123	308.222385777597	269.601719597025	308.17553654686	325.232707178876	296.924559257773	268.103360577375	212.407017680811	242.830438326552	259.603743175079	278.058699634442	305.686489578886	279.009328977226	275.701035721711	250.606158024245	211.771858134455	230.503243675988	236.087549249405	203.604507717167	251.838661067265	236.679663648735	244.293236921765	199.517471943186	242.704185250166	259.459280208635	221.929801353962	259.612908885873	239.800925440621	246.115797372406	287.84859697089	260.158215061994	302.844573580653	354.766417947287	237.35312741012	231.868370487822	397.301750333665	277.039374423436	261.595403638083	272.754692507541	292.068344500529	445.782577276232	308.10759309756	298.967455918809	264.547650886442	336.420899217764	448.577925979264	279.454799021162	250.28047260799	249.395296858129	344.439722725906	333.378533149344	327.320342327153
FAM127A	462.728041018689	267.664187373424	253.729747871097	302.511950687345	259.162405012511	404.554399347393	274.212547881128	323.684437646519	372.230682321325	228.330560097113	210.430749508188	297.290430801022	264.257101244758	847.172067059381	343.739071938914	704.413618146111	29.3405036952028	231.421094017026	379.995924105693	271.899325596957	461.629689873758	458.319082684123	528.630312909236	474.238563372081	341.999916272755	415.267862298233	404.522562088863	440.134622823045	383.010967614788	170.437422613263	179.588573132024	158.546560399507	235.176205843133	157.161484946926	234.065632854298	201.452803364843	182.260684784875	269.648570271059	179.690690869979	121.568179102215	158.78439230619	109.815519058978	234.331431945553	185.259987169515	210.201075559154	252.196260737252	180.463665163978	159.328297309458	269.995280408961	177.315125904423	168.922879437087	211.105466885459	256.629838828779	161.126696631833	291.843329179445	366.611662397527	399.90898305992	200.041789207087	219.254678060763	318.447395093611	317.398245970591	287.552283516759	481.562631107682	416.677875670309	483.820633110979	358.823150495215	436.716886637891	338.978602866963	507.124953853598	521.624014652177	336.611777776026	314.402367268834	233.312250166369	375.376622749068	182.408330861231	181.327934850227
FAM127B	403.048402511673	207.035287489552	243.90607320306	169.992303244624	214.247038534881	307.653267911018	216.715768913345	237.743975102497	191.398701460469	186.629630092536	224.986379347555	181.697150381628	147.810416572064	659.495047604045	159.669379070576	380.823264299821	55.4542465630459	130.887252597571	368.182178153675	200.651333657364	264.021358164565	400.645800785848	348.117531212965	309.029159122211	255.442779944409	256.65640005321	307.019445502877	330.3252884458	266.703999550771	155.730775326455	101.381514956912	137.079715790055	137.851042044345	146.542893422502	142.899958019738	146.386723349584	127.020796039093	145.702998569288	138.563153145338	98.5371813450629	112.219699323024	107.009236707189	213.738400706998	121.87061676311	138.416730698332	168.733245652862	112.265950624446	107.192107174965	163.691100391087	117.788138525848	112.822811369191	144.017709543128	138.410942423983	164.924654031241	154.06609068439	242.367768913502	240.238078055101	132.078598015442	152.650059624249	125.100547528233	238.541467635415	172.401002234489	385.733155278385	250.814278362346	340.335964552038	277.452789564062	235.920193503127	286.876641400427	474.051292691546	346.809031240418	281.04035720409	248.915315164712	133.243576630019	221.845017213541	155.934091321904	176.337943754734
FAM156A	823.250359196211	477.578032681179	1043.10657740082	919.565682604081	1141.09781092403	673.128765513604	1207.22021221918	1075.81636169172	377.991185013068	816.285682971471	1082.12092386711	1156.28339976313	1162.43398160475	856.706462597871	977.831255241219	678.039623604817	557.004495428412	780.825805010679	666.408659912698	977.370895584382	1442.79708833263	1841.74776773501	2009.32085127308	1540.1477240028	932.76715959397	1063.95491512308	1269.29700558618	1419.39867626123	1102.41931861528	974.829864448988	890.531884801468	777.374914431503	1152.71400976408	1139.62067102348	1252.72151361368	1062.8969333056	1042.63438997497	998.873371035797	824.399265944995	921.226161848572	686.7845818823	1003.35566280817	774.244437180934	817.752622746107	1310.53738952098	1021.12397855851	1001.67679730421	975.414223763311	862.860107150358	937.638263995306	1225.61037330193	1207.94461853984	1406.55097069069	800.054246355375	1014.76400595262	845.462048532106	1364.22100164655	772.54001309865	985.670621755514	1271.69782289275	919.213725068872	953.373163478016	1408.43553683049	1344.29974092535	1141.94274947118	1612.10186147899	1733.70918389776	1795.59395336044	1581.889160977	1749.58363497508	1490.69512984145	1677.43290525591	1353.38330404886	1381.21040099345	1581.66404221131	1142.55501391479
FAM156B	36.2251829313643	456.313456950745	229.806014712682	220.685598289034	167.7277479299	375.667516115644	267.050909115028	167.330334809103	294.173305566713	153.439494201355	183.419946238502	81.3249862501428	165.355778283282	625.394436699045	151.38743030009	537.483124705157	90.5040011993847	181.121050046575	49.8304618142538	114.968551013289	388.211105062182	564.919519679555	333.855969801763	301.557555289459	161.563775833549	331.078865896904	350.485347713098	384.439150613951	164.606742033381	187.180403706122	169.697300904256	270.534670263322	0.943535588832446	15.1313957557454	58.4292453953594	22.362053613812	1.20089501067394	83.4992606912167	54.4241610345872	27.6044712842925	245.386379437428	68.4113646045889	170.948381379746	102.943009384476	86.7311413155393	104.850652037889	111.413589247543	39.4450037870599	158.362337343462	100.237863721189	116.879831661324	110.733025505381	10.6800702464325	0	62.5688327355166	224.728806434654	170.255800060519	74.9006268188556	182.90019184332	253.358367091488	383.542730591696	156.472640113121	344.559907964136	309.434335403366	507.132270626246	326.888342782024	71.2278624210139	264.127143578795	417.85302709994	50.2399954930644	373.844206311246	251.247592607374	91.4766901417084	235.354086741743	39.2429101812512	94.1242558022966
FAM199X	1125.91986479243	2126.89693027013	2366.50525367641	2815.84064395879	3048.51935956055	2044.01734782664	2007.26679357297	2681.89536754136	2920.65018277393	2410.31140901964	2429.95304603795	3752.86698176548	2299.99633155965	1170.62821634733	2785.63780850137	1631.80454587118	3594.70167790993	3301.16377973435	3589.84070903739	2990.49618112227	1169.921008684	1118.36282766577	1292.07363164703	1417.07499094533	1546.67224256127	1454.69743315387	1531.30188713401	1143.94781462193	1374.0703239056	1150.29349967806	1171.57515095608	1502.35622374755	2101.5933422692	1755.33882706374	1660.51738641987	1787.77359582287	1356.88882675288	1830.75176412702	1351.67010441455	1566.34855780729	870.822335452605	1550.73927923525	1029.37900109626	2185.32686943454	1408.3779436179	1223.3240785437	1603.18413037276	1490.50461153166	1015.42300220059	1394.52140703993	1097.38839721858	1381.08424731249	1582.81529650765	1748.11388956254	1601.7689454038	2074.18222401877	1116.04325786827	1364.13392716554	1425.70897857366	1779.38418322985	2166.90260085744	1805.64400905106	1418.80504261306	1654.20901471471	1443.95807433257	1906.73902813885	2016.40134186464	1762.6219294314	1436.89725531196	1891.14860842398	2276.9304141016	1889.32614109357	2180.91893399428	2050.22405624264	1988.28251487704	2622.19719514721
FAM223A	19.6670675342211	14.3382226005556	26.3594304280695	23.9189770526771	3.91674513549059	18.761069941701	20.9591843756509	17.1389619982967	2.65354452425529	16.1081900930229	25.3554791166163	19.7233276394913	33.4047327333395	40.1073765042256	28.185117925611	22.4537385638762	27.207603678751	36.4600119927513	36.2914514825711	39.222007885756	32.4389030638934	55.579662133269	39.5680613220955	26.9959030654114	30.3814790815775	33.0020534222935	41.7526513047722	52.4913033103562	39.1867123012551	44.5403401427418	41.1917252665678	35.4821261800109	38.1046453870952	36.0905011761319	38.8733310408513	37.911526648395	44.467418384053	28.5270695134942	41.5428090040426	35.3154578056481	33.8369567071785	42.2047778651296	46.8561551912304	41.9238266934278	35.4228268720362	46.8138107815126	31.9402926441925	29.1833322772597	51.7252596884294	39.5711921625686	37.6416075820009	41.187997432012	48.188994523854	40.7430033149983	36.9676933033083	33.1908263547469	35.7720403623857	35.9035935309926	40.7711033102421	20.8423646783927	36.4328028369691	47.5626054716327	35.5425597514046	44.7235152720554	10.8120222540072	32.9557004629774	23.1842570588776	36.3755047986095	47.7770698368516	36.6522686257347	49.4936719604118	38.1443009782691	36.9362709254369	36.8232256107573	51.6321208228642	23.8435887794772
FAM223B	19.6670675342211	14.3382226005556	26.3594304280695	23.9189770526771	3.91674513549059	18.761069941701	20.9591843756509	17.1389619982967	2.65354452425529	16.1081900930229	25.3554791166163	19.7233276394913	33.4047327333395	40.1073765042256	28.185117925611	22.4537385638762	27.207603678751	36.4600119927513	36.2914514825711	39.222007885756	32.4389030638934	55.579662133269	39.5680613220955	26.9959030654114	30.3814790815775	33.0020534222935	41.7526513047722	52.4913033103562	39.1867123012551	44.5403401427418	41.1917252665678	35.4821261800109	38.1046453870952	36.0905011761319	38.8733310408513	37.911526648395	44.467418384053	28.5270695134942	41.5428090040426	35.3154578056481	33.8369567071785	42.2047778651296	46.8561551912304	41.9238266934278	35.4228268720362	46.8138107815126	31.9402926441925	29.1833322772597	51.7252596884294	39.5711921625686	37.6416075820009	41.187997432012	48.188994523854	40.7430033149983	36.9676933033083	33.1908263547469	35.7720403623857	35.9035935309926	40.7711033102421	20.8423646783927	36.4328028369691	47.5626054716327	35.5425597514046	44.7235152720554	10.8120222540072	32.9557004629774	23.1842570588776	36.3755047986095	47.7770698368516	36.6522686257347	49.4936719604118	38.1443009782691	36.9362709254369	36.8232256107573	51.6321208228642	23.8435887794772
FAM3A	1951.60307142864	986.429062701514	1087.57539557953	1087.78591443971	1076.24272160926	1290.40977025075	1013.72677550585	1080.08326918945	1192.79511525482	851.370702809634	1026.90285893128	1049.08107719432	863.57446291361	2953.15241958624	1160.6011722803	2760.7020940748	201.507774601995	583.892266153319	645.628487377058	664.517874764251	1727.57562691063	2064.66676363832	1754.59719956288	1661.88917338067	1487.6475317805	1566.7459620339	1601.93905287132	1924.62100440841	1552.67312975313	600.157112204064	443.817869100823	624.399284441331	529.000221887964	583.389774656751	563.558189558628	774.79207994105	598.757893898401	707.646890675347	663.081536318892	483.441569967646	970.359101318735	543.344570507439	671.02846079104	590.503700264061	700.89880624837	932.790136967164	686.3577444573	624.056032795675	902.911766612771	769.639895164859	716.443891912565	745.301863441854	701.383479678324	584.856092721831	797.88000825995	1191.7991957045	1052.65952363761	734.427675958639	700.301264772624	1132.23854932238	1146.19535830155	1204.54773989463	1692.26306569998	1392.30727570656	885.193278754056	1141.65599020712	1211.40701077258	1242.34614923691	1397.00489449536	1242.82200457637	1155.17117916717	1224.73173607925	1031.19728898573	919.709485496771	980.053545214269	785.112558309946
FAM50A	3568.5494033478	2425.58940229276	1655.39277648885	1416.13704558373	1874.3885233375	1860.21588886816	1776.88891602193	1279.37952864641	1915.78838961264	1700.68763823978	1499.5926649545	1016.79072312328	863.647901451951	2464.96496500315	911.987256945508	1907.04206978976	803.006209341993	1090.11002369188	1239.94811507571	1118.58176554847	2289.90097483949	2380.41771181786	1838.83322829943	1997.16154503746	1727.43904019756	2168.01925084654	1834.32294388409	2456.76724781151	1719.47049941032	949.417922392277	730.934065591721	1138.80333834473	686.087264606253	728.28387318649	738.70655097998	769.501395345711	717.085024723867	793.642316820475	844.08985849141	551.740220103752	930.843020787572	595.783562138214	947.908945716789	841.788140615928	848.099627220099	796.682410594486	684.951776391538	617.541969739976	935.832489844323	736.946147399101	673.13644667134	920.224409924738	582.063320613007	676.624778889486	998.509261587792	976.18842252072	982.541343175977	695.515776998906	583.896687812284	1103.07453236214	1272.7535606561	959.486688076539	1327.07753669353	1507.55319169574	1357.61643188824	1306.06970068069	1207.55077635288	1189.37577295932	1558.04649144198	1258.33101837931	1010.40672038959	1206.71632325126	971.102893742893	1264.41103774766	773.641853711831	895.147255675938
FAM58A	2349.04132384182	1287.127147525	1035.63403408673	1086.7765229703	1121.16180467123	1331.13945539449	1046.56176439598	982.68789771715	1218.38537151174	919.45396814168	894.127825878764	483.307211620135	401.376835168102	1892.68502515268	551.676647422363	1133.09314872501	131.533741511456	415.559362310165	633.811992230293	443.928925818385	808.767094602784	1042.19025351148	793.313592264757	807.409318533184	717.610671202586	844.334737357894	658.578338474722	1010.73124299113	839.554017541628	400.841046861095	230.818573256581	453.334947349105	301.470490955322	317.655672201911	374.996386013795	392.873607003178	309.83508399254	425.694749719426	365.823153020247	283.494693494771	521.185567131387	328.409422531859	502.996793080213	439.265641666165	380.550257516953	549.29404221613	456.084906615902	376.353153001509	513.572417372154	446.450403694169	402.702513922006	306.986600632254	370.087043779664	431.575919586387	440.535867489179	798.593226423729	366.703265667004	458.631873015192	323.710048364979	592.799467258864	528.932433059995	633.404753460885	839.165651184628	592.991341894209	610.256488565613	647.556805023689	596.006635449471	582.405348051863	856.904699776587	480.151422292883	543.563231668718	690.449125410166	565.183142420256	568.978466194913	501.037851574043	412.916163362791
FGD1	271.510146784891	142.966830358158	192.620847406699	171.62117880439	164.261108014726	177.810013406762	199.248979397672	133.694050618025	219.631634018902	206.661889032409	165.448155347153	232.887930076114	235.745404077352	579.672279918877	345.760218652341	364.249966923858	125.22510755382	192.303577079825	162.006054437117	181.609910754753	438.77120375324	490.128737822065	370.817511043362	373.074473610195	297.134867482022	379.029821897628	349.392000882668	448.676664402969	346.02867524919	216.842054454758	171.133745176957	188.467605928997	207.455472430738	179.359428455488	183.967410302312	221.118243888254	243.471524543818	237.52952312284	259.515396482046	187.227110455289	380.703056547137	268.074108276636	277.259493755989	205.657532613576	203.48780044471	240.310880235861	237.235291584492	186.75604185674	262.181220130502	241.255478337573	320.002292901171	291.656173021371	242.636993070598	209.472835366204	233.52774817735	237.482553099796	214.574931177018	228.707371399669	204.80338030816	209.380523040822	320.928614843649	248.34759093837	391.075345975906	279.117601937219	194.727376840211	287.025479255264	241.56194453918	261.128153081721	276.780995109013	280.983720469134	268.124452907072	254.128976316937	236.003916480036	274.031686651057	283.487822296059	230.112781535056
FGF13	422.540905375103	343.278712671483	292.407847438428	273.916412283371	329.679171809423	315.378455124767	431.160151216625	452.095408746968	142.938532795616	533.001646596442	411.373097403488	975.388247797869	1031.41404557116	607.239870347267	977.329391447513	604.082743053147	2063.34330645449	1085.4384329163	785.459613313665	904.470385481932	599.233288528688	571.730467514342	598.234937467405	554.783257396708	759.60203846622	679.42109959467	772.819731997796	536.046198308083	895.911089064346	2190.76881812049	2894.79664684584	1946.89720629191	1857.32647642073	2005.80347069498	1720.97761561803	1680.74094102909	2392.57286147143	1881.18647550191	2254.70860634533	2105.40699826316	1936.33737475554	2615.62231184399	1985.32785618099	1607.30085752136	1830.33220268795	1849.0164625576	1967.14724836458	1988.57177675517	1931.6772899776	2004.97018431999	2434.2313578968	2155.011271484	1856.28609197721	2372.56724844484	1790.343072138	838.753100616629	1256.73477375223	2060.80399772115	2247.21518054187	749.211879576428	873.574015264118	993.629046757168	866.74702834334	992.882957696607	1113.49295325459	805.512933141916	759.190515511259	853.026584543143	712.520010931794	777.367790449848	881.427666520505	893.03030174558	1018.25602113304	953.352668869525	1116.96807840686	1067.50242802816
FHL1	4518.44071664206	1118.41131265322	1765.39159477088	1941.44467790145	2779.24703023578	2372.33679938519	2645.13632870875	1592.41332814401	2588.60662144312	2160.57311501001	1558.9075623513	1199.48645717168	1196.35957853638	2566.1289006519	1612.006846834	2621.01707870448	895.792164665223	845.574681144784	1472.00406294417	1365.85238250745	2016.54182581006	2235.50522880686	1882.15929574143	1872.91812589379	1361.19380982254	2050.7771084183	1879.75694563379	1491.27417460409	2321.5256317349	965.853516785328	800.622711179098	1469.86440512179	1085.88348003847	1098.05335873996	767.345355269844	650.937715620166	1366.19811739444	1338.38656410514	992.758956781351	1060.11575715225	660.613281622308	654.220372622123	1664.36807847873	1362.27548906481	997.954092507803	1377.42985237918	1111.72677778703	1030.46348362376	900.689975033712	815.176376248482	901.082227673814	953.755178398861	633.412379325021	1351.83133987013	1139.57574673399	1235.94544991852	698.65880200863	535.912176641094	1005.40180636605	1472.77108007919	1626.26912236111	811.065356483468	1865.73596385167	1645.6608212852	1663.7001402411	989.060524769728	1494.1103412049	1280.71819429649	1512.74968206389	1101.17132517138	1188.48876728682	1519.14567406665	1496.93886950151	1392.55746511901	1096.80803261975	1269.72086746706
